"","age_under_5_2017","age_over_65_2017","median_age_2017","white_2010","black_2017","no_move_in_one_plus_year_2010","speak_english_only_2017","hs_grad_2017","bachelors_2017","computer_2017","homeownership_2010","per_capita_income_2017","poverty_2016","employed_2015","uninsured_2017","fed_spending_2009","density_2010","log_incident_rate"
"168",6.5,17.3,37.8,76.2,0.93,80.2,95.1,86.2,22.5,82.3,66.5,21728.85,16.9,0.386272346060472,17.2,438007,46.9,-9.54262804131954
"169",5.3,21.3,45.2,95.1,1.72,86.1,95.9,90.8,14.4,75.7,76.4,21966.53,15.4,0.461302903365593,12.5,105347,13.6,-9.06574803199224
"170",6,13.7,35.9,91.9,0.15,88.3,92.3,92.2,20.9,84.5,74.1,28075.88,9.5,0.408075535426422,10.9,46357,2.1,-10.1679265862575
"171",8.6,10.9,30.1,75.7,7.32,74.9,92.4,87.5,17.7,84.6,56.3,21231.9,14.9,0.311626736850253,10.8,1865501,39.4,-9.59994706414989
"172",5,19.1,43,90.7,2.15,88.1,89.1,89.2,22.8,80.8,69.9,27073.95,14.6,0.467259154151883,6.6,3284998,360.4,-8.11542885856298
"173",6.7,15.7,38.1,67,15.07,82.5,89.2,73.9,11.3,73.7,69.4,21558.4,25.9,0.360256543003843,13.8,401356,50.5,-9.92929539668308
"174",4.8,18.8,45.4,38.6,27.53,93,96.8,82.5,17.6,72.3,75.3,20941.11,21.2,0.40446331588822,14.2,186200,34.9,-9.02228970787013
"175",2.2,33.3,57.1,97.3,0.16,93.5,97.4,92.7,17.4,74.3,85.4,22432.02,15.8,0.345286629503286,13.2,84085,5.2,-8.98877890184462
"176",7.3,15.2,36.9,88.2,0.74,83,87.1,88.6,20.4,84.8,67.9,26548.95,14.3,0.533207738362841,9.4,257983,60.9,-9.65312267329081
"177",6.5,9.7,35.6,77.7,9.28,84.7,93.5,90.1,24.4,92,81.6,25993.22,8.6,0.47054080984124,11.6,317035,455.8,-9.8033535509062
"178",5.4,20.6,44.4,94.4,1.02,80,96.6,89.8,20.6,83.8,74,26839.73,14.7,0.410092892352243,6.2,157719,29.8,-10.3331410811105
"179",4.1,20.6,46.6,95.5,2.77,86.9,98.8,88.4,17.9,82.2,78.8,26819.82,12.1,0.459844287016904,16.3,58248,17.3,-10.2581504737139
"180",5.4,17.3,41.3,78.9,5.5,85.7,81.1,82.7,17.6,83.3,76.8,26344.57,12.7,0.529654194425159,15.7,94523,26.4,-10.0241848561042
"181",4.5,20.3,46.7,96.6,0.24,88.7,96.5,92.4,31.5,89.4,76.9,33752.89,10,0.503087121760383,9.1,455079,150.1,-8.50409141015973
"182",5.3,17,44.2,74.6,11.65,91.7,97.9,84.4,13.2,82.1,80.9,21481.08,19.3,0.422957056704578,12.3,60853,38.9,-8.32308241404731
"183",6,15.9,38.7,73.7,0.9,80.1,87.3,81.6,14.4,85,60.9,22359.6,23.7,0.330337633366551,8.1,230544,28.4,-9.40534961708355
"184",4.6,22.6,46.7,96,0.2,84.3,97.1,87.6,15.1,77.8,77.5,20507.95,17.5,0.446507952188087,15.1,72197,16.1,-9.62803044970692
"185",5.6,15.8,41.8,97.7,0.37,88.3,97.3,87.9,13.6,84,82.1,24557.93,12.2,0.453223107398773,6.2,150651,85.8,-10.7495989951223
"186",6.7,16.7,39.4,90.6,1.26,89.7,90.8,86.4,15.4,82.9,78,23730.95,14.9,0.454774292366635,9.1,373110,122.4,-9.56975332884005
"187",4.8,20.1,46.8,98.1,0.65,88.6,98.8,88.3,14.2,77.7,75.3,27646.19,10.1,0.509825559186792,6.7,41834,71.1,-9.37420090112655
"188",5.1,18.2,43.4,93.7,1.24,86.7,92.9,93.2,33.7,88.3,75.5,34328.45,9.6,0.481530150386918,5,862839,167.6,-9.4942334570911
"189",5.5,20.6,43,77.4,9.5,87.8,95.6,81.2,13.8,75.2,76.5,21766.53,17.3,0.381955181524611,13.6,171942,108.5,-10.1482947434864
"190",4,24.6,50.7,96.9,0.24,89,96.5,90.4,17.8,81.1,77.9,23181.17,18.9,0.4164793564415,12.3,174727,4.4,-9.17580807955345
"191",5.8,18.4,42.6,96.7,0.8,85.4,97.8,93.1,18.1,84.4,73.4,28422.41,10.1,0.499123796068629,5,245399,50.4,-9.50182882731601
"192",4.5,19.8,46.3,96.8,0.14,89.1,97.3,91.1,18.8,82.8,79.1,20830.15,13.4,0.438534082665431,10.4,455854,27.8,-9.12184134352709
"193",5.5,20.9,45.5,96.7,0.33,89.1,89.1,88.5,18.5,80,76.3,26871.67,11.6,0.505605216392085,9.2,172105,54.5,-9.27721099308203
"194",6,9.8,34.4,71.7,4.42,78,70.5,93.9,74.1,94.9,47,65871.95,7.5,0.608285694763933,7.8,14635304,7993.6,-9.50024497278106
"195",8,8.8,33.1,55.3,0.1,79.1,75.7,88.5,24.1,90,59.2,29922.97,7.3,0.460701639104881,22,172657,2.1,-8.07797662178818
"196",6.5,14.4,37.9,52.3,19.55,85.4,86,85.6,22.8,83.6,67.2,24209.27,22.9,0.401103827280088,8.8,19357718,2974.4,-8.18558642841415
"197",5.2,20.2,42.4,93.6,0.75,89.5,89.3,89.2,16.1,76.8,74.1,25182.5,11.6,0.560381304411264,5.6,103391,18.4,-9.52568624841044
"198",6.7,15.1,36.7,81.1,4.89,79.8,89.2,91.6,29.8,89.7,67.3,30449,10.7,0.440526041784558,13.6,3885192,194.4,-8.28805923338974
"199",5.8,17.7,41,87.1,3.15,84.6,88.1,88.1,23.9,84.1,67.9,27691.77,16.3,0.419167794724998,5,2240238,193.7,-8.36072585170887
"200",5.1,23,46.6,85.8,3.61,84,89.3,76.5,10.3,72.8,63.3,22661.33,20.5,0.412398622375292,9,105068,854.6,-10.2037032499252
"201",5.6,21.5,46.4,57.7,20.98,89.7,98.1,78.9,13.2,63.3,81.4,18522,24,0.333699846064653,15.1,110659,18,-9.21076028380087
"202",5.7,16.3,36,92,1.15,81,93.6,85.3,24.8,78.8,64.1,24040.68,19.2,0.401648409521803,10.8,672656,180.3,-9.48865698598184
"203",7.3,13,33.8,28.9,35.8,76.6,98.9,70.5,9.8,42.1,55.6,16691.75,43.5,0.2622206943967,14.3,114846,18.4,-10.2781497514892
"204",6.3,16.2,38.2,62.1,18.03,80.9,98.1,79.4,15.4,61.7,68.1,19843.89,27.2,0.385558002847512,20.5,217156,37.1,-9.37072058748334
"205",7,14.7,36.4,41.8,0.6,87.1,57.8,80.7,12.4,73.5,68.3,17216.97,26.9,0.314758352254298,14.7,177584,6,-9.39178191203935
"206",5.3,21.5,44,88.5,0.77,87,83.7,87.3,24.1,87.4,75,28168.77,11.5,0.449398825201953,14.4,298236,43,-9.16445073405261
"207",4.4,25.1,49.9,96.2,1.67,91.4,99.4,81.6,13.9,68,78,23633.91,16.2,0.480169521455059,6.5,80523,11.1,-9.1525346898798
"208",6.6,14.9,37.5,82.2,6.34,83,94.9,84.7,16.3,83,77.5,23688.97,14.8,0.388595420992005,14.8,258934,30.8,-9.59364848343443
"209",9.6,10.4,28.9,88,0.29,85.4,15.7,63.7,17.8,81.3,70.8,15223.53,31.2,0.360272897436254,31.6,3824184,493.2,-10.4282666719074
"210",5.4,15.8,39.4,85.5,2.42,87.4,90.5,84.9,14.6,83.1,76.6,28622.8,14.7,0.465443425076453,11.2,80297,1.1,-9.88430473311935
"211",4.5,14.9,38.3,48.5,2.64,84,56.2,87.9,55.8,90.8,37.5,58621.7,10.2,0.604519942851297,5.5,10707798,17179.1,-9.1276612997293
"212",5.9,16.7,38.9,96.7,0.51,84,95.5,90.9,22.7,82.8,75.1,25351.82,12.7,0.488304405217719,10.1,361776,115.9,-10.4587592245709
"213",7.3,11.5,36.2,95,0.71,88.5,96.3,94.4,27.4,91.6,85.1,32505.38,5.3,0.525910856718167,3.7,462597,188.5,-11.2298859325664
"214",5.8,17.6,42.1,92.8,0.94,83.9,93.8,91.1,27.5,83.7,70.2,32155.11,11.8,0.497501461617376,6.3,168014,43.1,-9.21756973261798
"215",4.3,25.7,50.4,96.8,0.17,88.4,97.2,91,26.9,86.7,84.5,29511.06,11.7,0.398832937108277,7.9,191878,49.6,-9.64363679323294
"216",8.1,15.5,36,75.8,2.17,83.7,70.5,76.3,14.5,84,73.2,24569.37,11.6,0.510237444697221,8.8,179141,29.9,-10.6859382727392
"217",6.1,18.4,41,79.3,6.98,83.4,96.4,90,22.7,83.1,71.1,28526.92,17.3,0.438739495798319,5.8,865101,190.8,-8.08501069496936
"218",6.9,12.6,35.6,60,19.41,85.7,96.8,82.9,20.1,84.9,73.6,29208.78,16.8,0.48706766771239,10.4,427592,123.6,-8.70887278565691
"219",6.1,25.2,48.4,57.9,17.5,92.1,91.2,81.1,23.2,75.4,71.1,25335.84,20.3,0.477401601067378,14,155690,58.5,-8.98652993167427
"220",6.8,17.1,38.7,97.8,0.17,87.5,95.4,93,19,82.4,77.9,31070.75,10.1,0.51311553030303,7.4,153674,36.7,-9.55251062971203
"221",5.2,16.2,40.1,74.8,6.5,87.2,78.3,89.9,34.6,85.7,65.3,34643.92,11.4,0.497019942978606,6,10789039,1426.7,-8.35694754313916
"222",4.9,20.5,45.5,97.9,0.07,90.2,94,93.4,20.9,86,75.1,31827.27,8,0.540720961281709,10.4,45805,12.3,-9.95094349369242
"223",6.7,15.8,39.5,93.9,0.77,86.6,92.2,90.8,19.5,81.9,72.3,26769.08,12,0.481482706534802,8.9,701397,49.6,-9.7105535184457
"224",0.8,31.2,47.3,84.1,1.6,91.9,47.4,80.9,17.3,59.8,69.9,20030,18.7,0.486025301559282,12.6,16374,0.4,-7.43808936913617
"225",5.1,17.6,42.5,96.2,0.06,88.5,95.5,86.1,11,85.4,81.9,24156,12.2,0.466171294485725,12.6,88991,35.5,-10.2444852480896
"226",4,27.1,52.8,96.1,0.16,85.5,95.8,89.1,20.3,79,80.4,24528.25,15,0.399067246486418,15.8,33748,2.9,-9.67199675973409
"227",6.1,17.7,42.1,70.3,14.1,87,98.4,78.1,11,76,70.9,20184.67,21.1,0.398770714070503,17.4,155968,38,-8.9283993637898
"228",4.3,16.2,41.1,59.8,17.54,79.7,90.8,75.4,10.2,76.7,74,21451.88,28.9,0.297479375912473,13.6,120915,28.8,-10.2550419086135
"229",4.3,18.6,45,63.7,16.46,91.6,97.3,86,15.7,77,81.6,24216.15,15.2,0.419997840406004,10.4,93353,35.8,-10.7430052256044
"230",6.4,12.2,32.7,83.6,4.66,77.5,88.3,88.2,30.4,87.5,62,26828.29,18.5,0.450280840441024,7.5,773220,210.1,-8.61135986051848
"231",5,18.2,44.2,96.2,0.45,87.1,95,91.3,26.7,85.8,72.4,27729.57,14.1,0.486428341809609,7.8,2149680,140.8,-8.12265978064841
"232",3.5,7.6,38.4,89.6,0.09,85.4,84.7,98.7,44.5,95,60.7,39316.88,6.3,0.491272133617983,20.8,78281,0.1,-7.03665094320213
"233",5.9,17.3,41.5,95.7,0.4,88.2,96.8,90,14,80.5,81.5,24154.62,10.7,0.448482443959532,7,136239,47.1,-9.28749980612953
"234",5.4,21.4,43.3,96.1,0.16,92.3,92.8,91,14.3,81.1,80.5,27774.45,12.3,0.505273327429353,7.9,78884,11.9,-9.02167875943603
"235",4.2,16.4,40.4,39.3,28.46,92.4,96.3,73.3,11.7,73.9,67,26406.83,23.1,0.328406656423795,5,106673,24.7,-9.35467878284786
"236",6.2,17,40.7,90.3,2.92,79.7,96.5,85.9,18.5,75.8,70.9,25232.27,19.4,0.408612510035764,9.1,159129,72.8,-10.4415148337273
"237",4.7,16.1,41.2,94.4,2.5,85.9,97.8,81.4,7.7,76,81.8,20848.03,22.7,0.329531403478361,11.5,170654,42.1,-8.8833975855711
"238",7.2,13.4,34.7,64.7,0.46,82.6,50.9,69.4,15.7,82.3,64.4,25121.85,11.1,0.435375730603423,13.6,170348,18.6,-9.41687823746963
"239",5,26,47.6,81.9,4.42,83.6,83.5,88.9,29.1,89.1,74.1,29030.08,12.7,0.424322679544644,13.9,2280113,434.5,-8.51421172422974
"240",4.7,22.7,47.1,83,5.08,85.1,89.6,91.7,28.4,89.9,76.4,28223.48,14.7,0.421074510077898,12,8093391,535,-8.88208085930515
"241",5.6,12,28.3,92.8,0.36,67,93.4,96.2,46.4,93.8,54,25744.54,17.6,0.483717455840401,7.5,263666,34.6,-9.00860419681137
"242",5.1,22,46.9,94.7,0.13,88.9,98,93.6,20.7,81.7,80.1,25568.44,14.3,0.441998388174435,7.5,358686,31.7,-10.7870966779539
"243",6,11.7,37.3,76,5.61,89.6,80,90.8,33.6,91.8,85,32979.93,7.2,0.486537699233775,6.5,2432250,809.6,-9.1384974003386
"244",5.3,22.1,45.5,53,21.23,90.9,94.3,78.6,14.3,55.6,71.5,21021.05,22.9,0.364573073717706,16.1,106310,22.6,-9.48789634812895
"245",7.3,14.1,35.6,83.6,1.62,82.9,84.7,85.8,22.4,84,68.6,25797.25,13.3,0.528093589171065,7.9,786280,117.1,-8.4807512961228
"246",4.8,18.8,43.6,84.4,2.98,87.7,92,80.5,16.7,76.3,74.1,21543.78,17.7,0.417775201280994,13,577049,179.3,-9.22550762263475
"247",9.8,8.1,30.1,18.1,0.22,85.1,61,86.4,17.4,81.6,60.7,21804.82,19.6,0.371279163314562,23.9,55276,0.3,-7.00750005585433
"248",5.3,22.5,44.7,96.8,0.24,86.2,93.4,93.4,24.6,85.3,77.7,31479.17,11.5,0.580354460799039,9.9,39036,2.9,-9.20903952624314
"249",6,17.7,40.4,94.3,0.58,83.4,96,93.1,22.2,85.5,68.3,30164.94,9.4,0.507364652487068,9.3,301084,14.2,-8.91839659978963
"250",4.9,28.7,50.2,91.3,0.07,89,80.3,89.9,33.4,84.7,75.5,32897.05,9.8,0.47022754491018,18.1,182308,23.5,-11.5557454621532
"251",4.3,26,52.1,95.9,0.04,84.9,95.1,87.9,20.4,80.6,76.5,21932.9,18.7,0.364857302742026,14.3,196309,5.4,-9.05226905351677
"252",8.3,12.1,33.4,79.3,1.64,82.7,69.9,82.5,17.8,84.8,74.2,19273.6,13.5,0.618497661544335,23.5,42924,2.7,-9.25693765735297
"253",6.3,17.8,41.3,81.7,8.06,82.5,97.8,75.9,12.6,76.2,64.3,20083.88,25,0.448380538613641,17.8,270372,28.1,-8.87924962910738
"254",5.9,14.4,38.4,48.8,24.45,85.1,96.8,77.5,15,78.2,75.9,23689.81,22.8,0.404591929336318,10.9,305584,54,-8.61425940424924
"255",4.3,22.8,48.3,96.5,0.55,89.8,97.2,92.2,22.3,88.1,82.1,32187.72,10.4,0.482393912034051,5.7,313150,162.5,-10.3909196695083
"256",4.8,19.3,44.8,97.8,0.47,90.3,98,78.8,13.6,69.2,77,20942.04,16.9,0.387004369345686,10.9,270151,61,-8.97202879413576
"257",7.9,9.8,33.3,90.4,0.04,87.2,88.9,93,38.7,95,77.9,29137.58,5.5,0.427880122814044,10.7,81146,20,-10.3077519400678
"258",5.4,12.8,31.2,69.6,10.08,73.4,86.8,92.1,41.4,89,54.9,26528.4,22.3,0.472106850726004,10.7,2393551,282.7,-8.42299621785482
"259",6,18.2,40.3,53.4,22.88,88.1,98.5,80.2,10.3,69.7,84,19604.07,24.1,0.323714442013129,20.3,131474,38.2,-8.89727211313399
"260",9.1,9.5,30.3,76.3,2.2,81.9,55.1,75,15,86.8,67.5,26693.65,13.9,0.483330895864994,22.5,712934,152.8,-8.78764644647959
"261",5.9,16.6,35.9,91,1.55,85.1,98.6,92.4,20.7,79.6,66.4,25662.7,15.8,0.427280898191734,9.1,172043,39.3,-10.3988390674388
"262",4.8,17.3,36.4,93.7,1.27,77.2,96.8,89.7,21.7,84.7,73.4,22220.62,20.7,0.415337757240964,6.9,268124,77.1,-9.75671459029775
"263",6.1,20.1,44.4,95.4,0.25,90.1,93.1,88.8,14.5,81.4,79.3,31426.72,9.9,0.555312325001273,6,166549,16,-10.9840886084024
"264",8.1,14.8,31.8,89.6,0.46,83,38,68.1,14.7,67.3,67.1,11893.05,32.2,0.323261589403974,20.1,183782,7.7,-10.2747752088427
"265",6.4,20.7,43.4,98,0.3,91.7,96.9,87,13.2,75.8,75.5,25470.69,13.9,0.421955973227371,8.4,144166,23.5,-10.4070921674588
"266",7.1,11.1,35.6,70.1,6.62,82.6,74,87.5,29.7,90.9,75.8,32726.57,9.9,0.455163397758974,13.6,1305223,230.7,-9.80803807731636
"267",5.2,11.2,29.3,71.8,11.92,69.6,94.5,89.5,41.9,89.6,59.9,27368.05,20.7,0.435387477335343,10.3,297384,75,-8.73955997053279
"268",7.4,23.2,44.3,97.4,0.22,89.5,93.8,87.1,23.7,77.5,79,30465.55,12.7,0.489877016888767,7.1,88554,9,-10.281615721569
"269",6.4,19.4,41.8,88.4,0.26,88.5,96.4,92.6,24,83.2,79.2,28678.37,12.7,0.52307029212214,7.7,310519,24.7,-9.10176729415459
"270",3.4,31.6,53.8,96.8,0.42,86.8,96.3,88.7,22,83.9,78,24883,15.4,0.414159843360627,12.1,168287,66.3,-11.406319729904
"271",7,14.3,36.9,80.9,7.14,88.4,80.7,75.8,12.1,79.8,75.7,22803.3,19.6,0.401590689298696,12.3,417842,49.4,-8.86160025045861
"272",5.1,14.1,39.1,66.1,10.46,81.6,84.5,80.2,12.4,79.3,73.7,21402.24,20.5,0.380107203057497,13.7,421849,55,-9.05337028926647
"273",5,18.8,42.9,94.1,0.83,87.1,97.7,89.7,19,82.8,79.8,25358.9,15.2,0.467736059753946,6.4,867855,243.7,-8.74329118004942
"274",5.9,18.4,43,98.6,0.2,87.3,96.8,88.7,17.4,76.2,82.2,25219.92,10.7,0.452631852834803,6.5,74263,19.6,-10.5566717445245
"275",7.2,13.7,35.6,82.4,0.76,80.8,79.7,89.7,30,89.2,69.7,30197.39,10.5,0.445633271896119,9.5,5950194,103,-9.13304809526472
"276",6.5,16.6,40,57.2,12.4,85.2,80.3,73.3,10.8,75.6,70.6,17995.94,21.3,0.420868993590635,19.3,440019,71.7,-9.19906453803181
"277",7.2,16,35.6,74.4,2.53,83.1,61,73.7,16.4,79.3,75.1,21317.09,21.5,0.377016508103636,20.4,137879,13.8,-9.49525612168299
"278",5.1,19.2,44.4,94.1,1.51,88.7,97,92.3,29,84.4,77.3,32950.62,9.7,0.485008629296733,5,1957674,242.5,-9.06520741691806
"279",5.1,23,44.4,73.5,9.26,85.2,68.9,88.1,34.8,89.2,73.6,34682.24,12.6,0.455637795787267,14.8,10165029,670.2,-8.39091801639698
"280",5.2,17.1,39.8,91.6,2,83.1,95.7,89.1,31.9,85.8,67.9,27525.54,14.8,0.430436789954896,10.3,1181679,376.7,-8.41743994149228
"281",5.5,22,46.7,91,0.35,91.7,97.2,91.2,18.7,85.2,79.3,37655.71,9.2,0.491651975526288,6.4,188461,4.2,-9.17398754251038
"282",5.3,20.5,44.3,94.7,0.58,87.3,93.7,89.5,14.3,82.5,76.2,26824.15,13.3,0.493528721536521,7.2,239332,26.6,-9.69229903983404
"283",6.6,13.1,37.3,86,2.3,84,88.7,95.7,54.6,94.5,71.9,42703.13,5.6,0.539112660185015,6.4,2551951,1149.6,-9.86460023834469
"284",6.2,15.9,38.6,80,8.49,85.7,96,77.6,14.5,76.1,75.1,19336.36,24.8,0.401891467933708,11.3,188499,48.6,-8.8998899454716
"285",5.5,16.7,42.1,97.2,0.4,88.4,97.5,92.6,22.8,85.9,82.5,31991.41,8.8,0.476931572870124,4.7,141577,34.4,-9.61174725662349
"286",7,16,36.3,95.1,0.78,80.5,96.9,95.2,26.5,92.6,65.1,28611.74,10.5,0.549357868506805,7.4,86786,7.4,-10.3514372722504
"287",5.9,12.3,34.8,84.7,2.55,79.4,88.1,95.6,50,93.4,62.1,37771.91,10.9,0.572233322009175,5,6303066,407.7,-8.02877973706962
"288",5.3,20.6,44.9,98.4,0.33,91.9,98.8,84.9,14.7,79.2,82,21960.5,21.4,0.355031217379316,7.7,228029,40.6,-9.33104259943321
"289",6,17.9,41.6,95.6,1.66,88.7,99,67.2,9.3,66.4,68.6,14789.54,38.7,0.295244542843028,8.4,265806,79.9,-8.60617429388897
"290",5.5,16.6,40.3,83.9,5.16,86.9,95.2,73,10.1,76,72.1,18827.6,20.1,0.398639264075364,15.7,180448,83,-9.71472529891219
"291",6,16.2,41.9,98.8,0.06,94.3,99.3,68.2,8.9,68.4,73.3,15673.14,31.8,0.247278235349806,9.3,182830,28.2,-9.04196905650895
"292",5.8,22.1,46.2,82.7,0.44,89.1,95.3,87.6,14.5,78,75.4,24789.86,15.9,0.410219463533585,13.2,97864,9.2,-9.10742131796834
"293",5.9,16,40.7,35.9,27.91,88.1,89,79.7,16.3,71.3,70.9,20792.21,20.6,0.3664115517204,15.3,479853,89.8,-9.56041202362749
"294",6.4,12.7,34.4,75.6,9.4,78.6,93.2,82.6,19.6,86.3,68,23115.5,14.9,0.418131071637205,13.8,640249,221.5,-9.86567751058486
"295",6.6,9.2,34.9,75,4.63,78.5,76.9,92,43.4,95.8,66.2,37294.62,8.2,0.519840180866518,12.2,1914745,754.3,-10.4829978654743
"296",5.9,16.1,41.3,93.7,1.77,82.1,97.3,83.6,10.9,80.1,73.3,24068.24,18.5,0.460106720874095,9.4,135804,53.9,-9.10447179076697
"297",6,17.5,42.3,95.5,0.13,91.7,97.3,94.3,29.1,87.7,71.5,27388.8,12.3,0.435102952057108,10.9,598477,17.9,-8.8080572648943
"298",6.6,13.2,36.8,87.5,2.85,83.2,93.5,92.9,31.9,91.9,72.6,31441.54,8.4,0.531508458572417,8.3,887835,558.6,-9.1007602745677
"299",5.4,18.4,36.5,95.4,0.83,83.6,93.6,86,21.5,76.3,68.3,22546.32,20,0.530354601151061,12.1,88438,15.9,-10.3833796295322
"300",5.8,18,42.6,94.1,0.66,86.9,94.6,86.6,15,81.2,83,22954.58,17.2,0.454553044059024,7.8,268281,59.6,-10.0839949647645
"301",6.3,15.5,35.2,42.2,26.21,84.8,93.8,78.7,16.8,80.9,63,19952.28,28.9,0.385508219817665,14.1,290440,68,-8.41661955426182
"302",4.9,16.2,40.7,84.4,4.99,80.6,94.8,87.3,28.4,86.3,64.7,28140.09,13.7,0.458752033209927,9.5,2862091,237.2,-8.25693670402511
"303",4.3,30.8,52.2,84.3,4.54,84.3,86.4,88.4,27.8,85.6,76.8,31107.11,12.3,0.38144707466156,13.7,1191801,274.5,-8.50549695719508
"304",6.6,18.4,40.4,79.3,6.21,82.4,91.6,84.6,17.1,80.7,68.8,23206.27,19.9,0.426593637576297,18.1,444311,54.9,-7.72966964778294
"305",5.4,20.8,40.7,66.2,6.41,84,70.6,70.5,11.5,60.5,78.5,17682.42,28.6,0.351166630670299,21.5,239640,54.7,-10.4880258917808
"306",6.1,11.4,38.1,50.3,21.58,88.4,92.3,92.7,28.5,90,81.1,38863.8,7.4,0.48934545773329,4.1,1408410,320.2,-9.32396397552522
"307",5.6,18.1,42.1,56.3,20.3,93.2,96.1,79.8,11.8,71,74.1,19887.9,25.8,0.3661602226882,8.9,214959,22.4,-9.51719987633022
"308",5.3,19.6,42.5,93.1,0.85,86.3,91.1,89.7,20.6,82.4,76.6,32393.9,10.9,0.567431216518438,8.6,107908,26,-9.45860571206417
"309",6.2,16,39.3,74.7,8.65,80.9,93.6,85.4,22.7,84.1,69.7,25627.63,14.4,0.372455633875057,10.5,1015477,73.6,-8.73287625509803
"310",10.8,10.7,29.7,72.4,0.09,79.5,60.5,70.7,17,72.8,77.5,13548.64,16.4,0.437032777458309,28.8,7010,0.6,-8.15421269491423
"311",5.5,14.7,39.6,76.4,6.42,84.1,89.6,94.1,43.6,94.2,78.6,37912.87,5.1,0.453763018565929,5.7,734247,624.8,-8.92229897571607
"312",7,13.9,36.1,70.8,12.36,81.3,93.2,86.1,21.7,84.3,71.9,26217.79,19.9,0.471094630822038,12.5,1389662,181.2,-8.634362580301
"313",4.1,22.8,47,95.2,0.98,87.2,93.8,87.7,21.6,82,75.9,26473.68,17.5,0.403096198629014,7.1,377353,33.3,-9.91965613369771
"314",3.7,23.9,51.3,97.1,0.36,90.4,96.4,90.4,17,79.9,80.6,28237.44,11.1,0.484416016563759,5.5,130389,11.3,-10.8984785529539
"315",5.2,21.5,45.3,93.7,1.83,87.7,97.1,80.2,12.9,75.5,77.2,22719.52,21.5,0.368819080860966,13.1,277176,45.1,-9.46440102592511
"316",5.9,18,39.5,85.7,1.57,88.4,82.8,78,18.4,73.2,74.1,20561.68,15.6,0.402831147159488,17.5,245537,155.5,-9.59437185677032
"317",5.5,16.9,40.9,87.8,3.34,86.5,92.8,93.6,26.1,89,75.3,30017.43,11.2,0.490321630970781,6.1,1261287,187.3,-9.8045508046761
"318",5.8,13.9,39.2,77.4,7.86,82.1,82.3,73.9,14,77.7,80.6,20532.72,23.3,0.353400190745932,19.7,45757,16.3,-9.75849068180233
"319",6.3,17.4,38.4,88.5,1.59,83.3,85.4,86.8,15.8,82.5,69.3,28366.67,14.3,0.543958703016616,13.9,106858,3.8,-10.341581180136
"320",6.5,12.9,35.4,64,2.51,82,62.3,86.7,37.4,92.7,55.9,33502.79,12.4,0.446665319376049,10.4,35832325,735.8,-9.88858633250022
"321",5.9,18.9,40.5,68.1,15.03,85,97.9,79.1,13,74.9,68.3,21192.62,21.2,0.429482948294829,12.1,169438,28.6,-9.96222804755873
"322",5.6,16.2,40.3,97.1,0.44,86.1,97,90.5,18.1,85.4,79.7,24937.08,11.1,0.488938872354724,9.4,252684,97,-10.5038750480132
"323",5.3,20.7,44.5,96.4,0.43,87.3,97.3,89.9,25.8,83.2,68.1,35310.34,10.9,0.499748571428571,5.1,162991,7.4,-8.60680535010592
"324",5.2,23.4,47.9,84.7,0.78,83.1,91.6,89.3,22.7,83.2,65.2,24478.76,18.8,0.373154131127768,8.3,479369,7.2,-9.5024644870093
"325",6.7,15.2,37.1,77.1,6.34,83.9,88.2,76.7,12.7,83.4,70.5,21521.82,18.6,0.408045838649878,16,322882,133.6,-9.82340965905839
"326",4.9,19.4,45.7,97.1,0.68,88.1,96.5,89.7,22.1,83.3,79.1,25252.3,15,0.434698287804067,6.9,130785,55.9,-9.8007347449613
"327",5.3,17.3,41.1,95.5,1,86.1,98.3,92.7,18.5,87.3,76.4,28033.06,10.4,0.510822193737411,9.6,161816,49.5,-10.2148251145863
"328",5.2,19.2,42.1,95.1,1.88,87.7,97.3,83.1,12.5,72.5,75.6,21937.89,18.4,0.431006438032231,9,399195,34.9,-9.40863096451193
"329",5,24.9,46.1,97,0.03,87,95.8,90.1,18.1,84.6,78.3,27934.96,11.5,0.551778656126482,15.2,33209,4.4,-8.93458687038968
"330",6.2,19.3,42.8,96.9,0.42,89.7,97.3,89.6,18.7,82.9,80.1,25100.85,13.5,0.459333044608055,6,88677,53.5,-10.7403020829085
"331",6.4,16.8,40.3,56.9,21.63,81.4,99.5,78.8,18.1,74.3,65.5,18853.76,22.5,0.417883168920027,12.9,218410,51.9,-7.665683138857
"332",5.8,21.6,45.3,69.9,13.74,87.3,99.8,77.1,11.4,61.1,61.5,19152.38,26.3,0.423701601762312,11.1,116128,12.4,-10.1955226368694
"333",4.1,24.1,51.9,97.4,0.14,91.8,97.8,92.6,16.1,84,85.2,28576.5,12.3,0.475051736031272,7,35513,9.1,-9.76399557371753
"334",4.5,18.5,46,92.8,0.46,91.1,95.9,90.4,23.2,81.1,76.2,27391.36,13.5,0.396682762055302,6.6,61629,6.7,-10.740367043986
"335",5.5,16.8,42,77.6,5.71,90.2,98.8,78,10.2,74.6,78.7,21896.84,16.8,0.379811238390559,9.7,228456,49.7,-9.3992011077203
"336",3.9,26.9,53.8,94.2,0.1,86.4,95.3,93.8,24.5,87.8,78.4,32902.9,10.6,0.443183480066688,10.4,83781,5.3,-9.34104694521928
"337",6.2,18.5,41.7,96.7,0.27,88.1,96.2,71.7,10.1,65.2,75,18642,25.3,0.345085757627658,11.8,164061,52.1,-9.92502886352386
